floor,price,size,exterior,rooms,bathrooms,latitude,longitude,distance,newDevelopment,hasLift,priceByArea,topNewDevelopment,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,codbar_1,codbar_2,codbar_3,codbar_4,codbar_5,coddistrit_1,coddistrit_2,coddistrit_3
3.0,315000,73.0,1,2,1,40.3973187,-3.700742,4809,0,1,4315,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,283500,42.0,0,1,1,40.4873595,-3.6687833,6315,1,1,6750,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
1.0,160000,55.0,0,0,1,40.4224358,-3.7042381,2012,0,1,2909,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,620000,138.0,1,3,2,40.4669896,-3.6570939,5389,0,1,4493,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,4900000,1259.0,0,7,8,40.4692086,-3.7781664,6618,0,0,3892,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,530000,91.0,1,3,1,40.4015323,-3.6977931,4400,0,1,5824,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,139700,71.0,1,3,1,40.4046147,-3.6606347,5739,0,1,1968,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
4.0,2200000,366.0,1,5,4,40.4367912,-3.6926545,1510,0,1,6011,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
13.0,399000,125.0,1,2,2,40.4854149,-3.667895,6179,0,1,3192,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
5.0,239900,92.0,1,3,2,40.4099306,-3.6400717,6797,0,1,2608,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0
0.0,165000,71.0,1,2,1,40.4102957,-3.7274591,3618,0,1,2324,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0
7.0,538800,60.0,0,1,1,40.4410144,-3.7158248,505,1,1,8980,0,0,1,1,0,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
4.0,720000,149.0,1,3,3,40.4238199,-3.7014875,1937,0,0,4832,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,1250000,193.0,1,4,4,40.4139605,-3.6901188,3348,0,1,6477,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,370000,58.0,1,1,1,40.4494847,-3.6887864,2081,0,1,6379,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,250000,75.0,1,2,1,40.469354,-3.690175,3669,0,0,3333,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
1.0,795000,219.0,1,3,2,40.4264069,-3.7146155,1561,0,1,3630,0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
1.0,225000,63.0,1,2,1,40.4647489,-3.7044431,2791,0,1,3571,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
-1.0,164000,48.0,0,1,1,40.4125184,-3.7178609,3127,0,0,3417,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,648000,137.0,1,3,2,40.4598401,-3.6851405,3048,0,1,4730,0,0,1,1,0,0,1,0,0,0,0,1,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,870000,154.0,1,3,2,40.4540625,-3.6571616,4736,0,1,5649,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,286000,76.0,1,3,1,40.4131541,-3.7032569,3039,0,1,3763,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
3.0,229000,46.0,1,1,1,40.4598514,-3.7004884,2349,0,1,4978,0,0,0,0,0,0,0,1,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,260000,50.0,0,3,1,40.435165,-3.7108808,542,0,0,5200,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
7.0,2250000,260.0,1,4,4,40.4369653,-3.6847674,2161,0,1,8654,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,370000,64.0,0,2,2,40.4283753,-3.6765655,3110,0,1,5781,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,185000,52.0,1,2,1,40.472867,-3.7126532,3661,0,1,3558,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0
1.0,399000,123.0,1,4,2,40.4125876,-3.7041885,3087,0,0,3244,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
6.0,1250000,155.0,1,1,2,40.4246447,-3.6924715,2261,0,1,8065,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,169000,36.0,0,2,1,40.4347401,-3.7113246,595,0,1,4694,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
3.0,1540000,255.0,1,3,3,40.4440549,-3.6499596,5100,0,1,6039,0,0,1,1,0,1,0,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
5.0,319000,57.0,1,2,1,40.3970319,-3.698493,4875,0,1,5596,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
8.0,890000,175.0,1,4,3,40.4152388,-3.7044195,2793,0,1,5086,0,0,1,1,0,0,0,1,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
3.0,552000,101.0,0,4,2,40.4270628,-3.6695747,3711,0,1,5465,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,790000,115.0,0,3,3,40.4240915,-3.6732628,3577,0,1,6870,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,890000,242.0,1,5,3,40.4349977,-3.7171033,818,0,1,3678,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
0.0,270000,50.0,1,1,1,40.413414,-3.6740232,4243,0,1,5400,0,0,0,0,0,1,0,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,345000,90.0,0,4,2,40.4301692,-3.718391,1303,0,1,3833,0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,680000,121.0,0,3,2,40.4317172,-3.6787211,2802,0,1,5620,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
6.0,135000,100.0,0,0,0,40.4223385,-3.6778244,3357,0,1,1350,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,638800,147.0,1,3,3,40.4719186,-3.7169432,3597,0,1,4346,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
0.0,169000,54.0,1,1,1,40.4949008,-3.6875871,6392,0,1,3130,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
5.0,160000,51.0,1,2,1,40.4357591,-3.6497696,5118,0,1,3137,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
5.0,290000,78.0,1,3,1,40.4583022,-3.7064011,2057,0,1,3718,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,110000,70.0,0,3,1,40.376408,-3.7313099,7297,0,1,1571,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-3.0,-1.0
0.0,330000,124.0,0,2,2,40.4967429,-3.6895923,6541,0,1,2661,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
0.0,420000,147.0,1,3,2,40.4849027,-3.6998942,5065,0,1,2857,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
4.0,318000,71.0,0,2,1,40.4096069,-3.6687104,4861,0,1,4479,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,375000,110.0,1,3,1,40.4308896,-3.6642985,3998,0,1,3409,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,229000,40.0,0,1,1,40.4309851,-3.7031399,1158,0,1,5725,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,490000,160.0,1,4,3,40.4125162,-3.7219208,3218,0,0,3063,0,0,1,1,0,1,0,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,570000,107.0,1,2,2,40.4360112,-3.700032,953,1,1,5327,0,1,0,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,1350000,261.0,0,3,3,40.4158912,-3.7018322,2768,0,1,5172,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,259000,64.0,0,1,1,40.4333364,-3.6989608,1192,0,1,4047,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,135000,28.0,0,1,1,40.4463816,-3.7021569,971,0,0,4821,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
3.0,615000,184.0,1,4,2,40.4264701,-3.670874,3637,0,1,3342,0,0,1,1,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,615000,184.0,1,4,2,40.4273701,-3.670174,3651,0,1,3342,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,690000,130.0,1,2,3,40.4716264,-3.7892841,7573,0,1,5308,0,0,1,1,0,0,0,1,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
4.0,150000,52.0,1,2,1,40.3916713,-3.6646413,6604,0,0,2885,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
6.0,1320000,150.0,1,2,2,40.4170732,-3.707095,2561,0,1,8800,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
4.0,850000,104.0,0,2,2,40.4257891,-3.6821759,2835,0,1,8173,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
7.0,480000,72.0,1,1,1,40.4399565,-3.6830339,2282,0,1,6667,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,310000,51.0,0,1,1,40.438499,-3.6930348,1445,0,1,6078,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
6.0,440000,130.0,1,3,1,40.4031899,-3.7076144,4097,0,1,3385,0,0,1,1,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
5.0,140000,26.0,1,0,1,40.426051,-3.7059398,1588,0,0,5385,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
4.0,275000,103.0,1,1,1,40.4885853,-3.6702179,6364,0,1,2670,0,0,1,1,0,1,0,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
4.0,350000,76.0,1,1,1,40.5139461,-3.6748427,8743,0,1,4605,0,0,1,1,0,1,0,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
4.0,290000,79.0,1,2,1,40.4360391,-3.6360859,6270,0,1,3671,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
2.0,146000,26.0,0,1,2,40.426264,-3.7033443,1627,0,0,5615,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
4.0,295000,52.0,0,2,1,40.4295394,-3.7197169,1424,0,1,5673,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,449000,82.0,1,4,2,40.4355844,-3.6729258,3175,0,1,5476,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,290000,143.0,1,3,2,40.4025776,-3.6305046,7911,0,1,2028,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,-2.0
1.0,220000,76.0,1,3,1,40.4657067,-3.6977796,3039,0,0,2895,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,2900000,415.0,1,5,5,40.4521927,-3.6920992,2032,0,1,6988,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
5.0,190000,73.0,1,2,1,40.4351485,-3.6554483,4648,0,1,2603,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
0.0,299000,89.0,1,1,1,40.4879778,-3.6695235,6338,0,1,3360,0,0,1,1,0,1,0,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
2.0,164000,64.0,1,2,1,40.4065515,-3.7349021,4274,0,0,2563,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0
5.0,270000,114.0,1,3,1,40.4389211,-3.6470048,5332,0,1,2368,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
5.0,550000,85.0,1,3,2,40.4130355,-3.7055618,3021,0,1,6471,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,138000,79.0,1,3,1,40.3932977,-3.6641559,6482,0,0,1747,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
0.0,285000,35.0,1,1,1,40.4545895,-3.6735118,3487,0,1,8143,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
7.0,230000,50.0,1,1,1,40.401373,-3.7034382,4330,0,1,4600,0,0,1,1,0,0,1,0,0,0,0,1,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,1118700,192.0,1,4,4,40.46057,-3.79244,7340,1,0,5827,0,1,1,1,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,1140700,192.0,1,4,4,40.46057,-3.79244,7340,1,0,5941,0,1,1,1,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,1135200,192.0,1,4,4,40.46057,-3.79244,7340,1,0,5913,0,1,1,1,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
5.0,158000,25.0,0,0,1,40.4385903,-3.6972751,1088,0,1,6320,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,330000,147.0,0,4,3,40.4659455,-3.7036643,2934,0,0,2245,0,0,0,0,1,0,0,0,0,0,0,1,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,3990000,438.0,1,5,6,40.4291618,-3.6779399,2968,0,1,9110,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,450000,89.0,0,4,1,40.4414341,-3.7002054,844,0,1,5056,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,900000,193.0,1,3,3,40.4686593,-3.6847092,3838,0,1,4663,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
5.0,355000,74.0,0,2,2,40.406418,-3.7170989,3782,0,1,4797,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,189000,59.0,0,1,1,40.4103894,-3.6998236,3403,0,0,3203,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,2055000,345.0,1,3,4,40.431848,-3.6909195,1851,0,1,5957,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
0.0,1950000,330.0,1,2,3,40.4300517,-3.6946476,1706,0,1,5909,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
0.0,169000,54.0,1,1,1,40.4949008,-3.6875871,6392,1,1,3130,0,1,1,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
3.0,2200000,250.0,1,3,4,40.4314277,-3.6944844,1622,0,1,8800,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
4.0,2250000,243.0,1,5,5,40.4715498,-3.6777985,4441,0,1,9259,0,0,1,1,0,0,0,1,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,2500000,351.0,1,4,4,40.4712498,-3.6780985,4399,0,1,7123,0,0,1,1,0,0,0,1,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,187000,100.0,0,0,1,40.3699978,-3.7500209,8489,0,0,1870,0,0,1,1,1,0,0,0,0,0,0,1,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
4.0,575000,121.0,1,3,1,40.4175478,-3.7028101,2569,0,1,4752,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,440000,92.0,0,2,2,40.4333434,-3.7004641,1095,0,1,4783,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
5.0,355000,74.0,0,2,2,40.4094642,-3.7175549,3454,0,1,4797,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-1.0,175000,70.0,0,1,1,40.4047819,-3.7024265,3968,0,1,2500,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,200000,52.0,1,1,1,40.4572439,-3.7066103,1938,0,1,3846,0,0,0,0,0,0,0,1,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,5800000,900.0,0,9,7,40.4482945,-3.6856263,2259,0,0,6444,0,0,1,1,1,0,0,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-1.0,99000,37.0,1,2,1,40.40352,-3.694326,4267,0,0,2676,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,275000,48.0,0,1,1,40.4291039,-3.671879,3446,0,1,5729,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,169500,20.0,0,1,1,40.3993881,-3.6969193,4649,0,1,8475,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
6.0,1498000,184.0,1,4,4,40.4494654,-3.684451,2404,0,1,8141,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,360000,49.0,1,0,1,40.4324493,-3.7166615,1011,0,1,7347,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
2.0,165000,59.0,1,1,1,40.4374719,-3.6582107,4391,0,1,2797,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
5.0,340000,128.0,1,3,2,40.4755791,-3.6435658,6873,0,1,2656,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
1.0,308000,96.0,1,1,2,40.4949008,-3.6875871,6392,1,1,3208,0,1,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
0.0,254000,80.0,1,2,2,40.4949008,-3.6875871,6392,1,1,3175,0,1,1,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
1.0,297000,98.0,1,2,2,40.4949008,-3.6875871,6392,1,1,3031,0,1,1,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
0.0,330000,96.0,1,2,2,40.4949008,-3.6875871,6392,1,1,3438,0,1,1,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
1.0,223000,71.0,1,1,2,40.4949008,-3.6875871,6392,1,1,3141,0,1,1,0,0,0,1,0,0,0,1,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
5.0,178000,28.0,1,0,1,40.4223692,-3.6956876,2304,0,1,6357,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
4.0,750000,131.0,1,4,2,40.416021,-3.709978,2666,0,1,5725,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,650000,101.0,1,4,2,40.4301445,-3.6725317,3354,0,1,6436,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
4.0,360000,68.0,1,1,2,40.4130471,-3.6980032,3164,0,1,5294,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
3.0,240000,35.0,0,1,1,40.4112193,-3.6916005,3558,0,0,6857,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,89000,50.0,0,2,1,40.37119,-3.7486215,8320,0,1,1780,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
0.0,424800,177.0,0,4,3,40.39673,-3.54719,14597,1,0,2400,0,0,1,1,1,0,0,0,0,0,1,0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
5.0,1125000,156.0,0,4,2,40.4299774,-3.6743467,3216,0,1,7212,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,353100,114.0,1,2,2,40.4191094,-3.6206064,7914,1,1,3097,0,0,1,1,0,0,1,0,0,0,1,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
2.0,930000,139.0,1,2,2,40.4243548,-3.6997146,1945,0,1,6691,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,2490000,835.0,0,7,7,40.4676367,-3.7297716,3498,0,0,2982,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,649000,84.0,1,2,2,40.4327093,-3.6825871,2457,0,1,7726,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,305000,105.0,0,3,2,40.3652105,-3.754227,9120,0,1,2905,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
0.0,330000,61.0,0,2,2,40.4314536,-3.6971379,1444,0,1,5410,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
2.0,2150000,357.0,1,5,4,40.4469673,-3.6879949,2016,0,1,6022,0,0,1,1,0,1,0,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,164900,56.0,0,1,1,40.4379407,-3.640751,5864,0,0,2945,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
6.0,1399000,218.0,1,4,4,40.4311252,-3.6760298,3039,0,1,6417,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,1680000,918.0,0,7,8,40.4722683,-3.8259842,10448,0,0,1830,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,597000,130.0,1,4,2,40.4225066,-3.6672299,4109,0,1,4592,0,0,1,1,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,78000,22.0,1,1,1,40.3898429,-3.668757,6579,0,0,3545,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
